timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1658714400,Jul 25 2022 - 2:00am,complete,N/A,Morelia,Pumas Tabasco,N/A,4,3.00,0.00,2.00,0.71,1,1,2,0,0,0,"90'5","89",12,1,3,0,3,0,2,1,1,2,16,6,5,2,11,4,12,11,50,50,1.32,0.51,1.77,0.68,2.50,50,100,50,0,0,0,100,50,100,9.00,5.00,1.56,3.62,5.25,1.26,1.90,3.30,6.75,1.88,1.88,Estadio Generalísimo José María Morelos y Pavón (Morelia)
1658873100,Jul 26 2022 - 10:05pm,complete,N/A,Atlante,Dorados,N/A,5,3.00,1.50,2.35,1.06,3,0,3,0,0,0,"61,66,87","",4,0,3,0,3,0,2,1,1,2,12,3,7,0,5,3,15,15,50,50,1.42,1.02,1.62,0.26,2.25,0,100,25,0,0,25,75,50,75,4.50,4.00,1.79,3.45,3.80,1.31,2.00,3.40,6.35,1.82,1.94,Estadio Ciudad de los Deportes (Ciudad de México (D.F.))
1658880300,Jul 27 2022 - 12:05am,complete,N/A,Correcaminos UAT,Zacatepec Siglo XXI,N/A,5,1.50,2.00,1.41,0.79,0,0,0,0,0,0,"","",-1,-1,2,0,4,0,0,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.23,0.00,0.00,0.00,3.25,50,75,50,25,25,25,50,50,75,4.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Olímpico Ing. Marte R. Gómez (Ciudad Victoria)
1658887500,Jul 27 2022 - 2:05am,complete,N/A,CA La Paz,Celaya,N/A,5,1.00,0.00,1.94,1.82,0,0,0,0,0,0,"","",1,9,3,1,2,0,3,1,1,1,10,13,3,8,7,5,11,12,50,50,1.75,1.00,1.39,2.05,3.50,75,75,75,75,25,75,75,75,100,15.00,4.50,2.52,2.94,2.97,1.42,2.34,4.20,8.60,1.94,1.77,Estadio Guaycura (La Paz)
1658959200,Jul 27 2022 - 10:00pm,complete,N/A,Tlaxcala,Raya2,Mario Terrazas Chávez,5,1.50,3.00,1.53,1.39,1,1,2,1,1,0,"32","90'4",5,5,3,0,2,0,1,2,0,2,14,7,6,3,8,4,-1,-1,50,50,1.82,0.85,1.71,1.04,2.00,25,75,25,0,0,25,75,0,100,9.50,8.50,2.48,3.30,2.48,0.00,2.21,0.00,0.00,0.00,0.00,Estadio Tlahuicole (Tlaxcala)
1658966700,Jul 28 2022 - 12:05am,complete,N/A,Pumas Tabasco,Mineros de Zacatecas,N/A,5,0.00,0.00,1.18,1.00,1,1,2,1,0,1,"65","15",3,6,3,0,3,0,1,2,2,1,8,10,4,3,4,7,-1,-1,43,57,1.11,2.15,1.05,1.11,2.75,25,100,75,0,0,0,75,100,100,10.00,8.50,2.24,3.30,2.79,1.34,2.07,3.85,7.00,1.87,1.89,Estadio Olímpico de Villahermosa (Villahermosa)
1658973900,Jul 28 2022 - 2:05am,complete,N/A,Cimarrones de Sonora,Cancún,N/A,5,3.00,1.50,1.71,0.65,0,0,0,0,0,0,"","",7,4,3,0,4,0,0,3,0,4,8,7,5,5,3,2,17,19,50,50,1.53,0.93,1.58,1.19,2.75,25,100,75,0,0,25,100,75,75,8.50,4.50,1.61,3.35,4.53,1.36,2.14,4.05,7.75,1.97,1.80,Estadio Héroe de Nacozari (Hermosillo)
1659053100,Jul 29 2022 - 12:05am,complete,N/A,Tepatitlán de Morelos,Durango,N/A,5,1.50,0.00,1.50,0.68,0,0,0,0,0,0,"","",5,13,6,1,5,0,2,5,2,3,3,6,2,3,1,3,22,13,50,50,1.30,1.41,0.59,1.10,4.25,75,100,75,50,25,50,75,75,100,16.00,7.50,1.86,3.28,3.38,1.40,2.25,4.17,8.00,1.95,1.81,Estadio Gregorio Tepa Gómez (Tepatitlán de Morelos)
1659139200,Jul 30 2022 - 12:00am,complete,N/A,Venados,Morelia,Edgar Ulises Rangel Araújo,5,1.50,0.00,1.84,1.19,0,2,2,1,0,1,"","45'1,63",5,10,2,1,2,0,1,2,1,1,5,9,3,4,2,5,-1,-1,50,50,1.23,1.10,0.79,1.27,3.00,50,75,50,50,25,50,75,75,75,8.00,5.50,2.67,3.00,2.48,1.35,2.20,3.95,7.50,1.93,1.83,Estadio Olímpico Carlos Iturralde Rivero (Mérida)
1659304800,Jul 31 2022 - 10:00pm,complete,N/A,Tapatío,Leones Negros de la Universidad de Guadalajara,N/A,5,3.00,1.00,2.00,1.14,0,2,2,1,0,1,"","45,80",12,3,2,0,1,0,0,2,0,1,13,6,5,5,8,1,14,12,53,47,1.41,1.07,1.73,1.04,3.50,75,100,75,75,0,75,75,100,100,8.50,5.50,2.35,3.20,2.97,1.36,2.20,3.84,7.60,1.87,1.89,Estadio AKRON (Zapopan)
1659477900,Aug 02 2022 - 10:05pm,complete,N/A,Durango,Tlaxcala,N/A,6,1.00,0.00,1.56,1.00,3,0,3,1,1,0,"45'1,46,60","",10,2,3,0,3,1,1,2,3,1,11,4,7,3,4,1,10,14,61,39,0.76,0.91,1.64,0.66,1.25,25,50,0,0,0,0,75,0,50,9.00,4.50,2.35,3.35,2.80,1.42,2.35,4.33,8.80,2.00,1.72,Estadio Francisco Zarco (Durango)
1659485100,Aug 03 2022 - 12:05am,complete,N/A,Cancún,CA La Paz,N/A,6,1.50,0.33,1.29,0.29,2,0,2,1,1,0,"16,86","",4,10,1,0,4,1,1,0,1,4,9,9,6,2,3,7,-1,-1,46,54,1.07,1.32,1.38,1.33,1.17,0,17,17,0,0,0,59,17,42,8.50,7.00,1.98,3.15,3.90,1.47,2.50,4.60,9.40,2.15,1.62,Estadio Olímpico Andrés Quintana Roo (Cancún)
1659492300,Aug 03 2022 - 2:05am,complete,N/A,Dorados,Celaya,Edgar Ulises Rangel Araújo,6,1.50,0.33,1.00,1.82,0,1,1,1,0,1,"","42",2,2,2,0,3,0,0,2,1,2,0,2,0,2,0,0,-1,-1,54,46,1.24,1.35,0.00,0.00,2.00,42,42,42,17,17,17,67,42,59,10.33,4.17,2.41,2.98,2.79,1.36,2.21,3.74,7.30,1.86,1.90,Estadio Dorados (Culiacán)
